"","year","month","day","Num","Customer","cust_name","Item","Code","ItemCodeSub","Quantity","UnitPrice","Tax","Amount","Des","ReceiptNo","Product","Amount1","Cost","Profit","Goods"
"410",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","2032 Series, (3-60 watt, Med) Desert Stone Finish","AB14","Cole 2032328",8,1.375,5.4,59.4,"71084Cole Home Builders:Phase 1 - Lot 52032 Series, (3-60 watt, Med) Desert Stone Finish",1520,"2032 Series, (3-60 watt, Med) Desert Stone Finish",-59.4,36,23.4,"2032 Series, (3-60 watt, Med) Desert Stone Finish"
"411",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Acid Verde, 10x21x10, 2-60 watt cand.","AB16","Cole Acid323",6,1.83333333333333,9.49090909090909,104.4,"71084Cole Home Builders:Phase 1 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1521,"Acid Verde, 10x21x10, 2-60 watt cand.",-104.4,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
"412",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Chestnut (3/60 watt)  Marble Glass","AB39","Cole Ches326",9,1.22222222222222,26.5909090909091,292.5,"71084Cole Home Builders:Phase 1 - Lot 5Chestnut (3/60 watt)  Marble Glass",1522,"Chestnut (3/60 watt)  Marble Glass",-292.5,97.2,195.3,"Chestnut (3/60 watt)  Marble Glass"
"413",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","AB47","Cole Drop332",14,0.785714285714286,10.3090909090909,113.4,"71084Cole Home Builders:Phase 1 - Lot 5Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",1523,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",-113.4,64.33,49.07,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF"
"414",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","AB52","Cole Fluo334",4,2.75,1.22727272727273,13.5,"71084Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1524,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",-13.5,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
"415",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec335",9,1.22222222222222,4.5,49.5,"71084Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1525,"Specialty Bulbs, 100 watt (6 pack)",-49.5,23.75,25.75,"Specialty Bulbs, 100 watt (6 pack)"
"416",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec336",3,3.66666666666667,3.19090909090909,35.1,"71084Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1526,"Specialty, Stage & Studio Bulbs  60 watt",-35.1,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
"417",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Sunset, Clear Glass, 1-100 watt max.","AB78","Cole Suns324",12,0.916666666666667,8.59090909090909,94.5,"71084Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1527,"Sunset, Clear Glass, 1-100 watt max.",-94.5,52.5,42,"Sunset, Clear Glass, 1-100 watt max."
"418",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry (8/60 watt)  Faux Alabaster Glass","AB79","Cole Tape325",18,0.611111111111111,24.5454545454545,270,"71084Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass",1528,"Tapestry (8/60 watt)  Faux Alabaster Glass",-270,75,195,"Tapestry (8/60 watt)  Faux Alabaster Glass"
"419",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape329",3,3.66666666666667,7.36363636363636,81,"71084Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1529,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-81,30,51,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"420",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","AB84","Cole Tiff327",2,5.5,16.6909090909091,183.6,"71084Cole Home Builders:Phase 1 - Lot 5Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",1530,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)",-183.6,96,87.6,"Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)"
"421",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","AB85","Cole Vero333",4,2.75,12.2727272727273,135,"71084Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1531,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",-135,70,65,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
"422",2018,5,18,71084,"Cole Home Builders:Phase 1 - Lot 5","Co8","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","AB88","Cole Whit331",24,0.458333333333333,7.85454545454545,86.4,"71084Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1532,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",-86.4,45,41.4,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
"423",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","AB17","Cole Athe408",3,3.66666666666667,7.36363636363636,81,"71085Cole Home Builders:Phase 1 - Lot 5Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1533,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",-81,32.14,48.86,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass"
"424",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Beveled Mirror, Etched Ribbed Glass (75 watt max)","AB20","Cole Beve416",6,1.83333333333333,7.85454545454545,86.4,"71085Cole Home Builders:Phase 1 - Lot 5Beveled Mirror, Etched Ribbed Glass (75 watt max)",1534,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",-86.4,48.99,37.41,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
"425",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac404",3,3.66666666666667,10.3090909090909,113.4,"71085Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1535,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-113.4,57.66,55.74,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"426",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Burnished Brass (60 watt)  w/Golden Umber Accents","AB37","Cole Burn405",18,0.611111111111111,24.5454545454545,270,"71085Cole Home Builders:Phase 1 - Lot 5Burnished Brass (60 watt)  w/Golden Umber Accents",1536,"Burnished Brass (60 watt)  w/Golden Umber Accents",-270,75,195,"Burnished Brass (60 watt)  w/Golden Umber Accents"
"427",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand409",18,0.611111111111111,4.58181818181818,50.4,"71085Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1537,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"428",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Chestnut (3/60 watt)  Marble Glass","AB39","Cole Ches406",9,1.22222222222222,26.5909090909091,292.5,"71085Cole Home Builders:Phase 1 - Lot 5Chestnut (3/60 watt)  Marble Glass",1538,"Chestnut (3/60 watt)  Marble Glass",-292.5,97.2,195.3,"Chestnut (3/60 watt)  Marble Glass"
"429",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","AB45","Cole Die 400",7,1.57142857142857,33.3818181818182,367.2,"71085Cole Home Builders:Phase 1 - Lot 5Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1539,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",-367.2,231.19,136.01,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
"430",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Flat Glass, (25 watt max) Polished Brass, 4 light","AB49","Cole Flat415",4,2.75,8.18181818181818,90,"71085Cole Home Builders:Phase 1 - Lot 5Flat Glass, (25 watt max) Polished Brass, 4 light",1540,"Flat Glass, (25 watt max) Polished Brass, 4 light",-90,48.49,41.51,"Flat Glass, (25 watt max) Polished Brass, 4 light"
"431",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","AB52","Cole Fluo410",4,2.75,1.22727272727273,13.5,"71085Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1541,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",-13.5,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
"432",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Fluorescent Lamp, T-5, Bipin","AB53","Cole Fluo411",4,2.75,1.63636363636364,18,"71085Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-5, Bipin",1542,"Fluorescent Lamp, T-5, Bipin",-18,6,12,"Fluorescent Lamp, T-5, Bipin"
"433",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Halogen Lamp, Volts:3.5  Tubular","AB62","Cole Halo412",1,11,0.45,4.95,"71085Cole Home Builders:Phase 1 - Lot 5Halogen Lamp, Volts:3.5  Tubular",1543,"Halogen Lamp, Volts:3.5  Tubular",-4.95,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
"434",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear402",12,0.916666666666667,31.0909090909091,342,"71085Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1544,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-342,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"435",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pendant Bar, Textured White, 50lbs max","AB66","Cole Pend407",5,2.2,2.04545454545455,22.5,"71085Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Textured White, 50lbs max",1545,"Pendant Bar, Textured White, 50lbs max",-22.5,10.77,11.73,"Pendant Bar, Textured White, 50lbs max"
"436",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec413",4,2.75,1.8,19.8,"71085Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1546,"Specialty Bulbs, 100 watt (6 pack)",-19.8,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
"437",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec414",4,2.75,4.25454545454545,46.8,"71085Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1547,"Specialty, Stage & Studio Bulbs  60 watt",-46.8,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
"438",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Sunset, Clear Glass, 1-100 watt max.","AB78","Cole Suns403",16,0.6875,11.4545454545455,126,"71085Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1548,"Sunset, Clear Glass, 1-100 watt max.",-126,70,56,"Sunset, Clear Glass, 1-100 watt max."
"439",2018,6,7,71085,"Cole Home Builders:Phase 1 - Lot 5","Co8","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape401",11,1,22.0909090909091,243,"71085Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1549,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-243,90,153,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"440",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","AB17","Cole Athe358",3,3.66666666666667,7.36363636363636,81,"71086Cole Home Builders:Phase 1 - Lot 4Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1550,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",-81,32.14,48.86,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass"
"441",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Beveled Mirror, Etched Ribbed Glass (75 watt max)","AB20","Cole Beve366",6,1.83333333333333,7.85454545454545,86.4,"71086Cole Home Builders:Phase 1 - Lot 4Beveled Mirror, Etched Ribbed Glass (75 watt max)",1551,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",-86.4,48.99,37.41,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
"442",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac354",3,3.66666666666667,10.3090909090909,113.4,"71086Cole Home Builders:Phase 1 - Lot 4Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1552,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-113.4,57.66,55.74,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"443",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Burnished Brass (60 watt)  w/Golden Umber Accents","AB37","Cole Burn355",18,0.611111111111111,24.5454545454545,270,"71086Cole Home Builders:Phase 1 - Lot 4Burnished Brass (60 watt)  w/Golden Umber Accents",1553,"Burnished Brass (60 watt)  w/Golden Umber Accents",-270,75,195,"Burnished Brass (60 watt)  w/Golden Umber Accents"
"444",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand359",18,0.611111111111111,4.58181818181818,50.4,"71086Cole Home Builders:Phase 1 - Lot 4Cand. Light, 20 watts (8 pack)",1554,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"445",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Chestnut (3/60 watt)  Marble Glass","AB39","Cole Ches356",9,1.22222222222222,26.5909090909091,292.5,"71086Cole Home Builders:Phase 1 - Lot 4Chestnut (3/60 watt)  Marble Glass",1555,"Chestnut (3/60 watt)  Marble Glass",-292.5,97.2,195.3,"Chestnut (3/60 watt)  Marble Glass"
"446",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","AB45","Cole Die 350",7,1.57142857142857,33.3818181818182,367.2,"71086Cole Home Builders:Phase 1 - Lot 4Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1556,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",-367.2,231.19,136.01,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
"447",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Flat Glass, (25 watt max) Polished Brass, 4 light","AB49","Cole Flat365",4,2.75,8.18181818181818,90,"71086Cole Home Builders:Phase 1 - Lot 4Flat Glass, (25 watt max) Polished Brass, 4 light",1557,"Flat Glass, (25 watt max) Polished Brass, 4 light",-90,48.49,41.51,"Flat Glass, (25 watt max) Polished Brass, 4 light"
"448",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","AB52","Cole Fluo360",4,2.75,1.22727272727273,13.5,"71086Cole Home Builders:Phase 1 - Lot 4Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1558,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",-13.5,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
"449",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Fluorescent Lamp, T-5, Bipin","AB53","Cole Fluo361",4,2.75,1.63636363636364,18,"71086Cole Home Builders:Phase 1 - Lot 4Fluorescent Lamp, T-5, Bipin",1559,"Fluorescent Lamp, T-5, Bipin",-18,6,12,"Fluorescent Lamp, T-5, Bipin"
"450",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Halogen Lamp, Volts:3.5  Tubular","AB62","Cole Halo362",1,11,0.45,4.95,"71086Cole Home Builders:Phase 1 - Lot 4Halogen Lamp, Volts:3.5  Tubular",1560,"Halogen Lamp, Volts:3.5  Tubular",-4.95,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
"451",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear352",12,0.916666666666667,31.0909090909091,342,"71086Cole Home Builders:Phase 1 - Lot 4Pearl Nickle, 5 Light, Medium Base (100 watt max)",1561,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-342,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"452",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Pendant Bar, Textured White, 50lbs max","AB66","Cole Pend357",5,2.2,2.04545454545455,22.5,"71086Cole Home Builders:Phase 1 - Lot 4Pendant Bar, Textured White, 50lbs max",1562,"Pendant Bar, Textured White, 50lbs max",-22.5,10.77,11.73,"Pendant Bar, Textured White, 50lbs max"
"453",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec363",4,2.75,1.8,19.8,"71086Cole Home Builders:Phase 1 - Lot 4Specialty Bulbs, 100 watt (6 pack)",1563,"Specialty Bulbs, 100 watt (6 pack)",-19.8,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
"454",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec364",4,2.75,4.25454545454545,46.8,"71086Cole Home Builders:Phase 1 - Lot 4Specialty, Stage & Studio Bulbs  60 watt",1564,"Specialty, Stage & Studio Bulbs  60 watt",-46.8,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
"455",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Sunset, Clear Glass, 1-100 watt max.","AB78","Cole Suns353",16,0.6875,11.4545454545455,126,"71086Cole Home Builders:Phase 1 - Lot 4Sunset, Clear Glass, 1-100 watt max.",1565,"Sunset, Clear Glass, 1-100 watt max.",-126,70,56,"Sunset, Clear Glass, 1-100 watt max."
"456",2018,5,24,71086,"Cole Home Builders:Phase 1 - Lot 4","Co7","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","AB82","Cole Tape351",11,1,22.0909090909091,243,"71086Cole Home Builders:Phase 1 - Lot 4Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1566,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",-243,90,153,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
"457",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","AB17","Cole Athe216",3,3.66666666666667,7.36363636363636,81,"71087Cole Home Builders:Phase 1 - Lot 5Athena Collection, (100 watt max) Copper Verde, Seeded Glass",1567,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass",-81,32.14,48.86,"Athena Collection, (100 watt max) Copper Verde, Seeded Glass"
"458",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Beveled Mirror, Etched Ribbed Glass (75 watt max)","AB20","Cole Beve224",6,1.83333333333333,7.85454545454545,86.4,"71087Cole Home Builders:Phase 1 - Lot 5Beveled Mirror, Etched Ribbed Glass (75 watt max)",1568,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",-86.4,48.99,37.41,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
"459",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","AB22","Cole Blac212",3,3.66666666666667,10.3090909090909,113.4,"71087Cole Home Builders:Phase 1 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1569,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",-113.4,57.66,55.74,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
"460",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Burnished Brass (60 watt)  w/Golden Umber Accents","AB37","Cole Burn213",18,0.611111111111111,24.5454545454545,270,"71087Cole Home Builders:Phase 1 - Lot 5Burnished Brass (60 watt)  w/Golden Umber Accents",1570,"Burnished Brass (60 watt)  w/Golden Umber Accents",-270,75,195,"Burnished Brass (60 watt)  w/Golden Umber Accents"
"461",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Cand. Light, 20 watts (8 pack)","AB38","Cole Cand217",18,0.611111111111111,4.58181818181818,50.4,"71087Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1571,"Cand. Light, 20 watts (8 pack)",-50.4,24,26.4,"Cand. Light, 20 watts (8 pack)"
"462",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Chestnut (3/60 watt)  Marble Glass","AB39","Cole Ches214",9,1.22222222222222,26.5909090909091,292.5,"71087Cole Home Builders:Phase 1 - Lot 5Chestnut (3/60 watt)  Marble Glass",1572,"Chestnut (3/60 watt)  Marble Glass",-292.5,97.78,194.72,"Chestnut (3/60 watt)  Marble Glass"
"463",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","AB45","Cole Die 208",7,1.57142857142857,33.3818181818182,367.2,"71087Cole Home Builders:Phase 1 - Lot 5Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1573,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",-367.2,231.19,136.01,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
"464",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Flat Glass, (25 watt max) Polished Brass, 4 light","AB49","Cole Flat223",4,2.75,8.18181818181818,90,"71087Cole Home Builders:Phase 1 - Lot 5Flat Glass, (25 watt max) Polished Brass, 4 light",1574,"Flat Glass, (25 watt max) Polished Brass, 4 light",-90,48.49,41.51,"Flat Glass, (25 watt max) Polished Brass, 4 light"
"465",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","AB52","Cole Fluo218",4,2.75,1.22727272727273,13.5,"71087Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-12, Medium Bipin  (30pack)",1575,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",-13.5,6.34,7.16,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
"466",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Fluorescent Lamp, T-5, Bipin","AB53","Cole Fluo219",4,2.75,1.63636363636364,18,"71087Cole Home Builders:Phase 1 - Lot 5Fluorescent Lamp, T-5, Bipin",1576,"Fluorescent Lamp, T-5, Bipin",-18,6,12,"Fluorescent Lamp, T-5, Bipin"
"467",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Halogen Lamp, Volts:3.5  Tubular","AB62","Cole Halo220",1,11,0.45,4.95,"71087Cole Home Builders:Phase 1 - Lot 5Halogen Lamp, Volts:3.5  Tubular",1577,"Halogen Lamp, Volts:3.5  Tubular",-4.95,2.5,2.45,"Halogen Lamp, Volts:3.5  Tubular"
"468",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pearl Nickle, 5 Light, Medium Base (100 watt max)","AB64","Cole Pear210",12,0.916666666666667,31.0909090909091,342,"71087Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1578,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",-342,160,182,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
"469",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Pendant Bar, Textured White, 50lbs max","AB66","Cole Pend215",5,2.2,2.04545454545455,22.5,"71087Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Textured White, 50lbs max",1579,"Pendant Bar, Textured White, 50lbs max",-22.5,10.77,11.73,"Pendant Bar, Textured White, 50lbs max"
"470",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty Bulbs, 100 watt (6 pack)","AB74","Cole Spec221",4,2.75,1.8,19.8,"71087Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1580,"Specialty Bulbs, 100 watt (6 pack)",-19.8,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
"471",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Specialty, Stage & Studio Bulbs  60 watt","AB75","Cole Spec222",4,2.75,4.25454545454545,46.8,"71087Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1581,"Specialty, Stage & Studio Bulbs  60 watt",-46.8,20,26.8,"Specialty, Stage & Studio Bulbs  60 watt"
"472",2018,4,16,71087,"Cole Home Builders:Phase 1 - Lot 5","Co8","Sunset, Clear Glass, 1-100 watt max.","AB78","Cole Suns211",16,0.6875,11.4545454545455,126,"71087Cole Home Builders:Phase 1 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1582,"Sunset, Clear Glass, 1-100 watt max.",-126,70,56,"Sunset, Clear Glass, 1-100 watt max."
